run_id,scenario,arm,rep,rule_id,severity,passed
S07-weekly-quota__A2__r1,S07-weekly-quota,A2,1,IM1,critical,1
S07-weekly-quota__A2__r1,S07-weekly-quota,A2,1,TR1,major,1
S07-weekly-quota__A2__r1,S07-weekly-quota,A2,1,FL1,major,0
S07-weekly-quota__A2__r1,S07-weekly-quota,A2,1,SC_COMMIT,critical,1
S07-weekly-quota__A2__r1,S07-weekly-quota,A2,1,SC_PUSH,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,SC1,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,SC2,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,SC3,major,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,AC1,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,AC0,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,AC_IMPL,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,AC2,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,AC3,major,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,IM1,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,TR1,major,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,R1,major,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,SC_COMMIT,critical,1
S02-increment-validation__A0__r1,S02-increment-validation,A0,1,SC_PUSH,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,SC1,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,SC2,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,SC3,major,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,AC1,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,AC0,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,AC_IMPL,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,AC2,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,AC3,major,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,IM1,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,TR1,major,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,R1,major,0
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,SC_COMMIT,critical,1
S02-increment-validation__A4__r1,S02-increment-validation,A4,1,SC_PUSH,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,AC1,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,AC2,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,AC_IMPL,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,AC3,critical,0
S09-rate-change__A4__r1,S09-rate-change,A4,1,AC4,major,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,IM1,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,IM2,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,IM3,major,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,SC1,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,SC2,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,TR1,major,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,FL1,major,0
S09-rate-change__A4__r1,S09-rate-change,A4,1,SC_COMMIT,critical,1
S09-rate-change__A4__r1,S09-rate-change,A4,1,SC_PUSH,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,AC1,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,AC2,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,AC_IMPL,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,AC3,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,AC4,major,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,IM1,critical,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,IM2,critical,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,IM3,major,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,SC1,critical,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,SC2,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,TR1,major,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,FL1,major,0
S09-rate-change__A0__r1,S09-rate-change,A0,1,SC_COMMIT,critical,1
S09-rate-change__A0__r1,S09-rate-change,A0,1,SC_PUSH,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,SC1,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,SC2,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,SC3,major,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,AC1,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,AC0,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,AC_IMPL,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,AC2,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,AC3,major,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,IM1,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,TR1,major,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,R1,major,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,SC_COMMIT,critical,1
S02-increment-validation__A1__r1,S02-increment-validation,A1,1,SC_PUSH,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,FL1,critical,0
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,FL2,major,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,FL3,major,0
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,AC1,critical,0
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,AC_IMPL,critical,0
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,AC2,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,AC3,major,0
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,SC1,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,SC2,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,IM1,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,TR1,major,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,SC_COMMIT,critical,1
S11-week-boundary__A4__r1,S11-week-boundary,A4,1,SC_PUSH,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,FL1,critical,0
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,FL2,major,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,FL3,major,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,AC1,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,AC_IMPL,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,AC2,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,AC3,major,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,SC1,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,SC2,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,IM1,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,TR1,major,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,SC_COMMIT,critical,1
S11-week-boundary__A0__r1,S11-week-boundary,A0,1,SC_PUSH,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,GP1,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,GP2,major,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,SC1,critical,0
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,SC2,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,AC1,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,AC_IMPL,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,AC2,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,IM1,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,TR1,major,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,SC_COMMIT,critical,1
S04-noshow-status__A3__r1,S04-noshow-status,A3,1,SC_PUSH,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,SC1,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,SC2,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,SC3,major,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,AC1,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,AC0,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,AC_IMPL,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,AC2,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,AC3,major,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,IM1,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,TR1,major,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,R1,major,0
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,SC_COMMIT,critical,1
S02-increment-validation__A3__r1,S02-increment-validation,A3,1,SC_PUSH,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,FL1,critical,0
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,FL2,major,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,FL3,major,0
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,AC1,critical,0
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,AC_IMPL,critical,0
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,AC2,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,AC3,major,0
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,SC1,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,SC2,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,IM1,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,TR1,major,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,SC_COMMIT,critical,1
S11-week-boundary__A1__r1,S11-week-boundary,A1,1,SC_PUSH,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,FL1,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,FL2,major,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,FL3,major,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,AC1,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,AC_IMPL,critical,0
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,AC2,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,AC3,major,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,SC1,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,SC2,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,IM1,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,TR1,major,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,SC_COMMIT,critical,1
S11-week-boundary__A2__r1,S11-week-boundary,A2,1,SC_PUSH,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,GP1,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,GP2,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,GP3,major,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,SC1,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,AC1,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,AC_IMPL,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,AC2,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,IM1,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,TR1,major,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,FL1,minor,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,SC_COMMIT,critical,1
S05-cancel-basic__A4__r1,S05-cancel-basic,A4,1,SC_PUSH,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,FL1,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,FL2,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,FL3,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,AC1,major,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,AC2,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,SC1,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,SC2,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,IM1,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,TR1,major,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,SC_COMMIT,critical,1
S10-cancel-conflict__A1__r1,S10-cancel-conflict,A1,1,SC_PUSH,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,SC1,critical,0
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,SC2,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,SC3,major,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,AC1,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,AC_IMPL,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,AC2,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,IM1,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,TR1,major,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,R1,major,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,SC_COMMIT,critical,1
S01-history-endpoint__A1__r1,S01-history-endpoint,A1,1,SC_PUSH,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC1,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC2,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC3,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC4,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC_IMPL,critical,0
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC5,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,AC6,major,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,SC1,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,IM1,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,TR1,major,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,FL1,major,0
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,SC_COMMIT,critical,1
S07-weekly-quota__A4__r1,S07-weekly-quota,A4,1,SC_PUSH,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,AC1,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,AC2,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,AC_IMPL,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,AC3,critical,0
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,IM1,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,IM2,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,IM3,major,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,IM4,major,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,SC1,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,SC2,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,TR1,major,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,FL1,major,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,SC_COMMIT,critical,1
S08-rounding-change__A2__r1,S08-rounding-change,A2,1,SC_PUSH,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,FL1,critical,0
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,FL2,major,0
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,FL3,major,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,AC1,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,AC_IMPL,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,AC2,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,AC3,major,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,SC1,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,SC2,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,IM1,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,TR1,major,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,SC_COMMIT,critical,1
S11-week-boundary__A3__r1,S11-week-boundary,A3,1,SC_PUSH,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,SC1,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,SC2,major,1
S03-error-format__A2__r1,S03-error-format,A2,1,AC1,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,AC2,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,AC0,critical,0
S03-error-format__A2__r1,S03-error-format,A2,1,AC_IMPL,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,AC3,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,IM1,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,TR1,major,1
S03-error-format__A2__r1,S03-error-format,A2,1,R1,major,1
S03-error-format__A2__r1,S03-error-format,A2,1,SC_COMMIT,critical,1
S03-error-format__A2__r1,S03-error-format,A2,1,SC_PUSH,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,GP1,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,GP2,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,GP3,major,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,SC1,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,AC1,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,AC_IMPL,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,AC2,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,IM1,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,TR1,major,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,FL1,minor,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,SC_COMMIT,critical,1
S05-cancel-basic__A1__r1,S05-cancel-basic,A1,1,SC_PUSH,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,SC1,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,SC2,major,1
S03-error-format__A1__r1,S03-error-format,A1,1,AC1,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,AC2,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,AC0,critical,0
S03-error-format__A1__r1,S03-error-format,A1,1,AC_IMPL,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,AC3,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,IM1,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,TR1,major,1
S03-error-format__A1__r1,S03-error-format,A1,1,R1,major,1
S03-error-format__A1__r1,S03-error-format,A1,1,SC_COMMIT,critical,1
S03-error-format__A1__r1,S03-error-format,A1,1,SC_PUSH,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,AC1,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,AC2,critical,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,AC_IMPL,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,AC3,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,IM1,critical,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,IM2,critical,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,IM3,major,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,IM4,major,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,SC1,critical,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,SC2,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,TR1,major,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,FL1,major,0
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,SC_COMMIT,critical,1
S08-rounding-change__A0__r1,S08-rounding-change,A0,1,SC_PUSH,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC1,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC2,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC3,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC4,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC_IMPL,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC5,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,AC6,major,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,SC1,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,IM1,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,TR1,major,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,FL1,major,0
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,SC_COMMIT,critical,1
S06-per-booking-quota__A3__r1,S06-per-booking-quota,A3,1,SC_PUSH,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,GP1,critical,0
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,GP2,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,GP3,major,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,SC1,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,AC1,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,AC_IMPL,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,AC2,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,IM1,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,TR1,major,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,FL1,minor,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,SC_COMMIT,critical,1
S05-cancel-basic__A0__r1,S05-cancel-basic,A0,1,SC_PUSH,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,AC1,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,AC2,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,AC_IMPL,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,AC3,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,AC4,major,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,IM1,critical,0
S09-rate-change__A3__r1,S09-rate-change,A3,1,IM2,critical,0
S09-rate-change__A3__r1,S09-rate-change,A3,1,IM3,major,0
S09-rate-change__A3__r1,S09-rate-change,A3,1,SC1,critical,0
S09-rate-change__A3__r1,S09-rate-change,A3,1,SC2,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,TR1,major,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,FL1,major,0
S09-rate-change__A3__r1,S09-rate-change,A3,1,SC_COMMIT,critical,1
S09-rate-change__A3__r1,S09-rate-change,A3,1,SC_PUSH,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC1,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC2,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC3,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC4,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC_IMPL,critical,0
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC5,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,AC6,major,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,SC1,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,IM1,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,TR1,major,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,FL1,major,0
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,SC_COMMIT,critical,1
S07-weekly-quota__A3__r1,S07-weekly-quota,A3,1,SC_PUSH,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,FL1,critical,0
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,FL2,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,FL3,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,AC1,major,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,AC2,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,SC1,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,SC2,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,IM1,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,TR1,major,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,SC_COMMIT,critical,1
S10-cancel-conflict__A2__r1,S10-cancel-conflict,A2,1,SC_PUSH,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC1,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC2,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC3,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC4,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC_IMPL,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC5,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,AC6,major,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,SC1,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,IM1,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,TR1,major,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,FL1,major,0
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,SC_COMMIT,critical,1
S06-per-booking-quota__A2__r1,S06-per-booking-quota,A2,1,SC_PUSH,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC1,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC2,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC3,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC4,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC_IMPL,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC5,critical,1
S06-per-booking-quota__A1__r1,S06-per-booking-quota,A1,1,AC6,major,1
